使用设备: cuda
加载CINIC-10数据集...
处理 90000 个图像...
第一个图像类型: <class 'dict'>
图像字典键: ['bytes', 'path']
已处理 0/90000 个图像，成功 1 个
已处理 10000/90000 个图像，成功 10001 个
已处理 20000/90000 个图像，成功 20001 个
已处理 30000/90000 个图像，成功 30001 个
已处理 40000/90000 个图像，成功 40001 个
已处理 50000/90000 个图像，成功 50001 个
已处理 60000/90000 个图像，成功 60001 个
已处理 70000/90000 个图像，成功 70001 个
已处理 80000/90000 个图像，成功 80001 个
成功处理了 90000 个图像，跳过了 0 个图像
处理后图像数组形状: (90000, 32, 32, 3)
处理后标签数组形状: (90000,)
最终图像数组形状: (90000, 3, 32, 32)
处理 90000 个图像...
第一个图像类型: <class 'dict'>
图像字典键: ['bytes', 'path']
已处理 0/90000 个图像，成功 1 个
已处理 10000/90000 个图像，成功 10001 个
已处理 20000/90000 个图像，成功 20001 个
已处理 30000/90000 个图像，成功 30001 个
已处理 40000/90000 个图像，成功 40001 个
已处理 50000/90000 个图像，成功 50001 个
已处理 60000/90000 个图像，成功 60001 个
已处理 70000/90000 个图像，成功 70001 个
已处理 80000/90000 个图像，成功 80001 个
成功处理了 90000 个图像，跳过了 0 个图像
处理后图像数组形状: (90000, 32, 32, 3)
处理后标签数组形状: (90000,)
最终图像数组形状: (90000, 3, 32, 32)
CINIC-10数据集加载和预处理完成.
--- 开始在 cinic10 数据集上进行原版VFL训练 (共 30 个周期) ---
周期 [9/30], 批次 [850/1407], 损失: 0.9059, 平均损失: 0.6535
周期 [9/30], 批次 [860/1407], 损失: 0.6160, 平均损失: 0.6540
周期 [9/30], 批次 [870/1407], 损失: 0.6408, 平均损失: 0.6539
周期 [9/30], 批次 [880/1407], 损失: 0.4724, 平均损失: 0.6543
周期 [9/30], 批次 [890/1407], 损失: 0.6548, 平均损失: 0.6551
周期 [9/30], 批次 [900/1407], 损失: 0.6555, 平均损失: 0.6548
周期 [9/30], 批次 [910/1407], 损失: 0.8295, 平均损失: 0.6557
周期 [9/30], 批次 [920/1407], 损失: 0.8387, 平均损失: 0.6559
周期 [9/30], 批次 [930/1407], 损失: 0.4998, 平均损失: 0.6560
周期 [9/30], 批次 [940/1407], 损失: 0.8160, 平均损失: 0.6564
周期 [9/30], 批次 [950/1407], 损失: 0.5889, 平均损失: 0.6566
周期 [9/30], 批次 [960/1407], 损失: 0.6650, 平均损失: 0.6565
周期 [9/30], 批次 [970/1407], 损失: 0.6418, 平均损失: 0.6557
周期 [9/30], 批次 [980/1407], 损失: 0.7641, 平均损失: 0.6558
周期 [9/30], 批次 [990/1407], 损失: 0.5269, 平均损失: 0.6564
周期 [9/30], 批次 [1000/1407], 损失: 0.7527, 平均损失: 0.6569
周期 [9/30], 批次 [1010/1407], 损失: 0.6507, 平均损失: 0.6569
周期 [9/30], 批次 [1020/1407], 损失: 0.7388, 平均损失: 0.6581
周期 [9/30], 批次 [1030/1407], 损失: 0.5929, 平均损失: 0.6594
周期 [9/30], 批次 [1040/1407], 损失: 0.5940, 平均损失: 0.6594
周期 [9/30], 批次 [1050/1407], 损失: 0.7554, 平均损失: 0.6599
周期 [9/30], 批次 [1060/1407], 损失: 0.7174, 平均损失: 0.6602
周期 [9/30], 批次 [1070/1407], 损失: 0.6275, 平均损失: 0.6598
周期 [9/30], 批次 [1080/1407], 损失: 0.7200, 平均损失: 0.6596
周期 [9/30], 批次 [1090/1407], 损失: 0.7350, 平均损失: 0.6596
周期 [9/30], 批次 [1100/1407], 损失: 0.8181, 平均损失: 0.6598
周期 [9/30], 批次 [1110/1407], 损失: 0.7104, 平均损失: 0.6591
周期 [9/30], 批次 [1120/1407], 损失: 0.5561, 平均损失: 0.6589
周期 [9/30], 批次 [1130/1407], 损失: 0.8174, 平均损失: 0.6597
周期 [9/30], 批次 [1140/1407], 损失: 0.5737, 平均损失: 0.6598
周期 [9/30], 批次 [1150/1407], 损失: 0.5312, 平均损失: 0.6600
周期 [9/30], 批次 [1160/1407], 损失: 0.8214, 平均损失: 0.6602
周期 [9/30], 批次 [1170/1407], 损失: 0.4820, 平均损失: 0.6599
周期 [9/30], 批次 [1180/1407], 损失: 0.6044, 平均损失: 0.6600
周期 [9/30], 批次 [1190/1407], 损失: 0.4716, 平均损失: 0.6597
周期 [9/30], 批次 [1200/1407], 损失: 0.5732, 平均损失: 0.6597
周期 [9/30], 批次 [1210/1407], 损失: 0.6999, 平均损失: 0.6603
周期 [9/30], 批次 [1220/1407], 损失: 0.8303, 平均损失: 0.6605
周期 [9/30], 批次 [1230/1407], 损失: 0.5831, 平均损失: 0.6607
周期 [9/30], 批次 [1240/1407], 损失: 0.6283, 平均损失: 0.6609
周期 [9/30], 批次 [1250/1407], 损失: 0.5082, 平均损失: 0.6606
周期 [9/30], 批次 [1260/1407], 损失: 0.6461, 平均损失: 0.6605
周期 [9/30], 批次 [1270/1407], 损失: 0.5304, 平均损失: 0.6607
周期 [9/30], 批次 [1280/1407], 损失: 0.6089, 平均损失: 0.6604
周期 [9/30], 批次 [1290/1407], 损失: 0.9337, 平均损失: 0.6602
周期 [9/30], 批次 [1300/1407], 损失: 0.5182, 平均损失: 0.6600
周期 [9/30], 批次 [1310/1407], 损失: 0.7075, 平均损失: 0.6598
周期 [9/30], 批次 [1320/1407], 损失: 0.7340, 平均损失: 0.6600
周期 [9/30], 批次 [1330/1407], 损失: 0.7430, 平均损失: 0.6599
周期 [9/30], 批次 [1340/1407], 损失: 0.8110, 平均损失: 0.6601
周期 [9/30], 批次 [1350/1407], 损失: 0.6448, 平均损失: 0.6597
周期 [9/30], 批次 [1360/1407], 损失: 0.6983, 平均损失: 0.6599
周期 [9/30], 批次 [1370/1407], 损失: 0.4596, 平均损失: 0.6596
周期 [9/30], 批次 [1380/1407], 损失: 0.6939, 平均损失: 0.6597
周期 [9/30], 批次 [1390/1407], 损失: 0.8204, 平均损失: 0.6596
周期 [9/30], 批次 [1400/1407], 损失: 0.4914, 平均损失: 0.6599
周期 [9/30], 批次 [1407/1407], 损失: 0.7412, 平均损失: 0.6598
=== 周期 [9/30] 完成 === 平均损失: 0.6598
周期 [10/30], 批次 [10/1407], 损失: 0.4926, 平均损失: 0.5252
周期 [10/30], 批次 [20/1407], 损失: 0.6073, 平均损失: 0.5308
周期 [10/30], 批次 [30/1407], 损失: 0.7701, 平均损失: 0.5492
周期 [10/30], 批次 [40/1407], 损失: 0.4334, 平均损失: 0.5350
周期 [10/30], 批次 [50/1407], 损失: 0.3436, 平均损失: 0.5311
周期 [10/30], 批次 [60/1407], 损失: 0.5981, 平均损失: 0.5317
周期 [10/30], 批次 [70/1407], 损失: 0.6508, 平均损失: 0.5398
周期 [10/30], 批次 [80/1407], 损失: 0.5035, 平均损失: 0.5348
周期 [10/30], 批次 [90/1407], 损失: 0.4261, 平均损失: 0.5319
周期 [10/30], 批次 [100/1407], 损失: 0.3506, 平均损失: 0.5317
周期 [10/30], 批次 [110/1407], 损失: 0.6287, 平均损失: 0.5308
周期 [10/30], 批次 [120/1407], 损失: 0.5311, 平均损失: 0.5281
周期 [10/30], 批次 [130/1407], 损失: 0.6165, 平均损失: 0.5270
周期 [10/30], 批次 [140/1407], 损失: 0.7118, 平均损失: 0.5274
周期 [10/30], 批次 [150/1407], 损失: 0.5091, 平均损失: 0.5303
周期 [10/30], 批次 [160/1407], 损失: 0.3794, 平均损失: 0.5266
周期 [10/30], 批次 [170/1407], 损失: 0.3879, 平均损失: 0.5258
周期 [10/30], 批次 [180/1407], 损失: 0.5867, 平均损失: 0.5261
周期 [10/30], 批次 [190/1407], 损失: 0.4470, 平均损失: 0.5263
周期 [10/30], 批次 [200/1407], 损失: 0.5089, 平均损失: 0.5300
周期 [10/30], 批次 [210/1407], 损失: 0.4898, 平均损失: 0.5311
周期 [10/30], 批次 [220/1407], 损失: 0.5247, 平均损失: 0.5324
周期 [10/30], 批次 [230/1407], 损失: 0.5544, 平均损失: 0.5304
周期 [10/30], 批次 [240/1407], 损失: 0.4866, 平均损失: 0.5304
周期 [10/30], 批次 [250/1407], 损失: 0.3461, 平均损失: 0.5307
周期 [10/30], 批次 [260/1407], 损失: 0.5861, 平均损失: 0.5314
周期 [10/30], 批次 [270/1407], 损失: 0.6201, 平均损失: 0.5343
周期 [10/30], 批次 [280/1407], 损失: 0.4703, 平均损失: 0.5369
周期 [10/30], 批次 [290/1407], 损失: 0.5098, 平均损失: 0.5370
周期 [10/30], 批次 [300/1407], 损失: 0.5378, 平均损失: 0.5371
周期 [10/30], 批次 [310/1407], 损失: 0.5952, 平均损失: 0.5387
周期 [10/30], 批次 [320/1407], 损失: 0.5710, 平均损失: 0.5401
周期 [10/30], 批次 [330/1407], 损失: 0.6582, 平均损失: 0.5408
周期 [10/30], 批次 [340/1407], 损失: 0.6443, 平均损失: 0.5417
周期 [10/30], 批次 [350/1407], 损失: 0.3795, 平均损失: 0.5414
周期 [10/30], 批次 [360/1407], 损失: 0.5030, 平均损失: 0.5416
周期 [10/30], 批次 [370/1407], 损失: 0.6984, 平均损失: 0.5411
周期 [10/30], 批次 [380/1407], 损失: 0.4951, 平均损失: 0.5423
周期 [10/30], 批次 [390/1407], 损失: 0.7283, 平均损失: 0.5415
周期 [10/30], 批次 [400/1407], 损失: 0.4967, 平均损失: 0.5439
周期 [10/30], 批次 [410/1407], 损失: 0.5974, 平均损失: 0.5443
周期 [10/30], 批次 [420/1407], 损失: 0.3779, 平均损失: 0.5440
周期 [10/30], 批次 [430/1407], 损失: 0.4078, 平均损失: 0.5431
周期 [10/30], 批次 [440/1407], 损失: 0.6613, 平均损失: 0.5427
周期 [10/30], 批次 [450/1407], 损失: 0.3949, 平均损失: 0.5425
周期 [10/30], 批次 [460/1407], 损失: 0.6676, 平均损失: 0.5429
周期 [10/30], 批次 [470/1407], 损失: 0.6388, 平均损失: 0.5434
周期 [10/30], 批次 [480/1407], 损失: 0.6666, 平均损失: 0.5439
周期 [10/30], 批次 [490/1407], 损失: 0.5797, 平均损失: 0.5444
周期 [10/30], 批次 [500/1407], 损失: 0.6849, 平均损失: 0.5449
周期 [10/30], 批次 [510/1407], 损失: 0.5637, 平均损失: 0.5455
周期 [10/30], 批次 [520/1407], 损失: 0.5335, 平均损失: 0.5459
周期 [10/30], 批次 [530/1407], 损失: 0.7738, 平均损失: 0.5457
周期 [10/30], 批次 [540/1407], 损失: 0.5470, 平均损失: 0.5450
周期 [10/30], 批次 [550/1407], 损失: 0.3000, 平均损失: 0.5458
周期 [10/30], 批次 [560/1407], 损失: 0.4751, 平均损失: 0.5465
周期 [10/30], 批次 [570/1407], 损失: 0.6118, 平均损失: 0.5466
周期 [10/30], 批次 [580/1407], 损失: 0.6557, 平均损失: 0.5465
周期 [10/30], 批次 [590/1407], 损失: 0.5670, 平均损失: 0.5459
周期 [10/30], 批次 [600/1407], 损失: 0.3904, 平均损失: 0.5460
周期 [10/30], 批次 [610/1407], 损失: 0.5737, 平均损失: 0.5466
周期 [10/30], 批次 [620/1407], 损失: 0.6171, 平均损失: 0.5468
周期 [10/30], 批次 [630/1407], 损失: 0.5181, 平均损失: 0.5464
周期 [10/30], 批次 [640/1407], 损失: 0.7834, 平均损失: 0.5475
周期 [10/30], 批次 [650/1407], 损失: 0.5240, 平均损失: 0.5482
周期 [10/30], 批次 [660/1407], 损失: 0.4764, 平均损失: 0.5484
周期 [10/30], 批次 [670/1407], 损失: 0.4626, 平均损失: 0.5480
周期 [10/30], 批次 [680/1407], 损失: 0.4544, 平均损失: 0.5487
周期 [10/30], 批次 [690/1407], 损失: 0.4684, 平均损失: 0.5480
周期 [10/30], 批次 [700/1407], 损失: 0.3428, 平均损失: 0.5471
周期 [10/30], 批次 [710/1407], 损失: 0.4645, 平均损失: 0.5466
周期 [10/30], 批次 [720/1407], 损失: 0.5728, 平均损失: 0.5465
周期 [10/30], 批次 [730/1407], 损失: 0.6771, 平均损失: 0.5463
周期 [10/30], 批次 [740/1407], 损失: 0.7978, 平均损失: 0.5461
周期 [10/30], 批次 [750/1407], 损失: 0.4966, 平均损失: 0.5461
周期 [10/30], 批次 [760/1407], 损失: 0.4391, 平均损失: 0.5460
周期 [10/30], 批次 [770/1407], 损失: 0.6267, 平均损失: 0.5464
周期 [10/30], 批次 [780/1407], 损失: 0.9041, 平均损失: 0.5473
周期 [10/30], 批次 [790/1407], 损失: 0.4599, 平均损失: 0.5475
周期 [10/30], 批次 [800/1407], 损失: 0.6649, 平均损失: 0.5488
周期 [10/30], 批次 [810/1407], 损失: 0.5894, 平均损失: 0.5494
周期 [10/30], 批次 [820/1407], 损失: 0.4740, 平均损失: 0.5492
周期 [10/30], 批次 [830/1407], 损失: 0.5554, 平均损失: 0.5498
周期 [10/30], 批次 [840/1407], 损失: 0.5776, 平均损失: 0.5494
周期 [10/30], 批次 [850/1407], 损失: 0.3429, 平均损失: 0.5490
周期 [10/30], 批次 [860/1407], 损失: 0.5424, 平均损失: 0.5496
周期 [10/30], 批次 [870/1407], 损失: 0.5860, 平均损失: 0.5489
周期 [10/30], 批次 [880/1407], 损失: 0.5061, 平均损失: 0.5486
周期 [10/30], 批次 [890/1407], 损失: 0.6873, 平均损失: 0.5500
周期 [10/30], 批次 [900/1407], 损失: 0.6299, 平均损失: 0.5497
周期 [10/30], 批次 [910/1407], 损失: 0.4980, 平均损失: 0.5496
周期 [10/30], 批次 [920/1407], 损失: 0.5872, 平均损失: 0.5493
周期 [10/30], 批次 [930/1407], 损失: 0.5762, 平均损失: 0.5489
周期 [10/30], 批次 [940/1407], 损失: 0.7919, 平均损失: 0.5491
周期 [10/30], 批次 [950/1407], 损失: 0.5699, 平均损失: 0.5500
周期 [10/30], 批次 [960/1407], 损失: 0.6084, 平均损失: 0.5503
周期 [10/30], 批次 [970/1407], 损失: 0.5387, 平均损失: 0.5507
周期 [10/30], 批次 [980/1407], 损失: 0.3857, 平均损失: 0.5510
周期 [10/30], 批次 [990/1407], 损失: 0.4807, 平均损失: 0.5511
周期 [10/30], 批次 [1000/1407], 损失: 0.5062, 平均损失: 0.5514
周期 [10/30], 批次 [1010/1407], 损失: 0.6483, 平均损失: 0.5512
周期 [10/30], 批次 [1020/1407], 损失: 0.3630, 平均损失: 0.5511
周期 [10/30], 批次 [1030/1407], 损失: 0.6016, 平均损失: 0.5509
周期 [10/30], 批次 [1040/1407], 损失: 0.6267, 平均损失: 0.5511
周期 [10/30], 批次 [1050/1407], 损失: 0.4962, 平均损失: 0.5514
周期 [10/30], 批次 [1060/1407], 损失: 0.4769, 平均损失: 0.5515
周期 [10/30], 批次 [1070/1407], 损失: 0.4233, 平均损失: 0.5514
周期 [10/30], 批次 [1080/1407], 损失: 0.6460, 平均损失: 0.5521
周期 [10/30], 批次 [1090/1407], 损失: 0.6718, 平均损失: 0.5526
周期 [10/30], 批次 [1100/1407], 损失: 0.5189, 平均损失: 0.5526
周期 [10/30], 批次 [1110/1407], 损失: 0.2547, 平均损失: 0.5524
周期 [10/30], 批次 [1120/1407], 损失: 0.5363, 平均损失: 0.5525
周期 [10/30], 批次 [1130/1407], 损失: 0.7172, 平均损失: 0.5532
周期 [10/30], 批次 [1140/1407], 损失: 0.4805, 平均损失: 0.5531
周期 [10/30], 批次 [1150/1407], 损失: 0.6632, 平均损失: 0.5530
周期 [10/30], 批次 [1160/1407], 损失: 0.7540, 平均损失: 0.5532
周期 [10/30], 批次 [1170/1407], 损失: 0.4814, 平均损失: 0.5533
周期 [10/30], 批次 [1180/1407], 损失: 0.6884, 平均损失: 0.5535
周期 [10/30], 批次 [1190/1407], 损失: 0.6530, 平均损失: 0.5540
周期 [10/30], 批次 [1200/1407], 损失: 0.5699, 平均损失: 0.5542
周期 [10/30], 批次 [1210/1407], 损失: 0.4403, 平均损失: 0.5544
周期 [10/30], 批次 [1220/1407], 损失: 0.5677, 平均损失: 0.5546
周期 [10/30], 批次 [1230/1407], 损失: 0.4433, 平均损失: 0.5543
周期 [10/30], 批次 [1240/1407], 损失: 0.6147, 平均损失: 0.5545
周期 [10/30], 批次 [1250/1407], 损失: 0.4275, 平均损失: 0.5545
周期 [10/30], 批次 [1260/1407], 损失: 0.5488, 平均损失: 0.5548
周期 [10/30], 批次 [1270/1407], 损失: 0.5535, 平均损失: 0.5552
周期 [10/30], 批次 [1280/1407], 损失: 0.4404, 平均损失: 0.5551
周期 [10/30], 批次 [1290/1407], 损失: 0.4472, 平均损失: 0.5548
周期 [10/30], 批次 [1300/1407], 损失: 0.7822, 平均损失: 0.5550
周期 [10/30], 批次 [1310/1407], 损失: 0.5134, 平均损失: 0.5550
周期 [10/30], 批次 [1320/1407], 损失: 0.4326, 平均损失: 0.5554
周期 [10/30], 批次 [1330/1407], 损失: 0.6576, 平均损失: 0.5553
周期 [10/30], 批次 [1340/1407], 损失: 0.6899, 平均损失: 0.5559
周期 [10/30], 批次 [1350/1407], 损失: 0.4441, 平均损失: 0.5559
周期 [10/30], 批次 [1360/1407], 损失: 0.4340, 平均损失: 0.5560
周期 [10/30], 批次 [1370/1407], 损失: 0.5999, 平均损失: 0.5561
周期 [10/30], 批次 [1380/1407], 损失: 0.3254, 平均损失: 0.5565
周期 [10/30], 批次 [1390/1407], 损失: 0.4395, 平均损失: 0.5565
周期 [10/30], 批次 [1400/1407], 损失: 0.4512, 平均损失: 0.5565
周期 [10/30], 批次 [1407/1407], 损失: 0.8229, 平均损失: 0.5569
=== 周期 [10/30] 完成 === 平均损失: 0.5569
周期 [11/30], 批次 [10/1407], 损失: 0.3757, 平均损失: 0.4493
周期 [11/30], 批次 [20/1407], 损失: 0.4159, 平均损失: 0.4407
周期 [11/30], 批次 [30/1407], 损失: 0.4128, 平均损失: 0.4359
周期 [11/30], 批次 [40/1407], 损失: 0.3910, 平均损失: 0.4409
周期 [11/30], 批次 [50/1407], 损失: 0.4912, 平均损失: 0.4485
周期 [11/30], 批次 [60/1407], 损失: 0.5348, 平均损失: 0.4407
周期 [11/30], 批次 [70/1407], 损失: 0.4817, 平均损失: 0.4344
周期 [11/30], 批次 [80/1407], 损失: 0.4311, 平均损失: 0.4318
周期 [11/30], 批次 [90/1407], 损失: 0.4291, 平均损失: 0.4360
周期 [11/30], 批次 [100/1407], 损失: 0.7865, 平均损失: 0.4401
周期 [11/30], 批次 [110/1407], 损失: 0.5243, 平均损失: 0.4416
周期 [11/30], 批次 [120/1407], 损失: 0.3460, 平均损失: 0.4417
周期 [11/30], 批次 [130/1407], 损失: 0.2335, 平均损失: 0.4368
周期 [11/30], 批次 [140/1407], 损失: 0.5059, 平均损失: 0.4367
周期 [11/30], 批次 [150/1407], 损失: 0.3731, 平均损失: 0.4336
周期 [11/30], 批次 [160/1407], 损失: 0.3518, 平均损失: 0.4319
周期 [11/30], 批次 [170/1407], 损失: 0.3855, 平均损失: 0.4313
周期 [11/30], 批次 [180/1407], 损失: 0.6041, 平均损失: 0.4362
周期 [11/30], 批次 [190/1407], 损失: 0.3961, 平均损失: 0.4370
周期 [11/30], 批次 [200/1407], 损失: 0.4634, 平均损失: 0.4378
周期 [11/30], 批次 [210/1407], 损失: 0.4313, 平均损失: 0.4367
周期 [11/30], 批次 [220/1407], 损失: 0.4813, 平均损失: 0.4351
周期 [11/30], 批次 [230/1407], 损失: 0.4686, 平均损失: 0.4385
周期 [11/30], 批次 [240/1407], 损失: 0.3717, 平均损失: 0.4390
周期 [11/30], 批次 [250/1407], 损失: 0.4095, 平均损失: 0.4398
周期 [11/30], 批次 [260/1407], 损失: 0.4346, 平均损失: 0.4418
周期 [11/30], 批次 [270/1407], 损失: 0.3993, 平均损失: 0.4413
周期 [11/30], 批次 [280/1407], 损失: 0.3563, 平均损失: 0.4404
周期 [11/30], 批次 [290/1407], 损失: 0.4714, 平均损失: 0.4416
周期 [11/30], 批次 [300/1407], 损失: 0.3766, 平均损失: 0.4421
周期 [11/30], 批次 [310/1407], 损失: 0.4892, 平均损失: 0.4431
周期 [11/30], 批次 [320/1407], 损失: 0.3551, 平均损失: 0.4427
周期 [11/30], 批次 [330/1407], 损失: 0.5516, 平均损失: 0.4424
周期 [11/30], 批次 [340/1407], 损失: 0.4839, 平均损失: 0.4432
周期 [11/30], 批次 [350/1407], 损失: 0.4646, 平均损失: 0.4424
周期 [11/30], 批次 [360/1407], 损失: 0.5039, 平均损失: 0.4433
周期 [11/30], 批次 [370/1407], 损失: 0.3856, 平均损失: 0.4434
周期 [11/30], 批次 [380/1407], 损失: 0.5487, 平均损失: 0.4451
周期 [11/30], 批次 [390/1407], 损失: 0.5330, 平均损失: 0.4448
周期 [11/30], 批次 [400/1407], 损失: 0.3458, 平均损失: 0.4438
周期 [11/30], 批次 [410/1407], 损失: 0.5703, 平均损失: 0.4430
周期 [11/30], 批次 [420/1407], 损失: 0.2780, 平均损失: 0.4437
周期 [11/30], 批次 [430/1407], 损失: 0.3796, 平均损失: 0.4438
周期 [11/30], 批次 [440/1407], 损失: 0.5091, 平均损失: 0.4447
周期 [11/30], 批次 [450/1407], 损失: 0.5137, 平均损失: 0.4452
周期 [11/30], 批次 [460/1407], 损失: 0.2860, 平均损失: 0.4457
周期 [11/30], 批次 [470/1407], 损失: 0.3683, 平均损失: 0.4446
周期 [11/30], 批次 [480/1407], 损失: 0.4257, 平均损失: 0.4449
周期 [11/30], 批次 [490/1407], 损失: 0.5497, 平均损失: 0.4461
周期 [11/30], 批次 [500/1407], 损失: 0.2801, 平均损失: 0.4460
周期 [11/30], 批次 [510/1407], 损失: 0.2800, 平均损失: 0.4456
周期 [11/30], 批次 [520/1407], 损失: 0.4256, 平均损失: 0.4452
周期 [11/30], 批次 [530/1407], 损失: 0.4626, 平均损失: 0.4461
周期 [11/30], 批次 [540/1407], 损失: 0.4565, 平均损失: 0.4463
周期 [11/30], 批次 [550/1407], 损失: 0.4262, 平均损失: 0.4463
周期 [11/30], 批次 [560/1407], 损失: 0.3723, 平均损失: 0.4473
周期 [11/30], 批次 [570/1407], 损失: 0.4485, 平均损失: 0.4477
周期 [11/30], 批次 [580/1407], 损失: 0.2542, 平均损失: 0.4476
周期 [11/30], 批次 [590/1407], 损失: 0.4685, 平均损失: 0.4483
周期 [11/30], 批次 [600/1407], 损失: 0.2651, 平均损失: 0.4484
周期 [11/30], 批次 [610/1407], 损失: 0.5185, 平均损失: 0.4483
周期 [11/30], 批次 [620/1407], 损失: 0.5251, 平均损失: 0.4491
周期 [11/30], 批次 [630/1407], 损失: 0.5356, 平均损失: 0.4492
周期 [11/30], 批次 [640/1407], 损失: 0.5464, 平均损失: 0.4498
周期 [11/30], 批次 [650/1407], 损失: 0.4758, 平均损失: 0.4504
周期 [11/30], 批次 [660/1407], 损失: 0.6427, 平均损失: 0.4505
周期 [11/30], 批次 [670/1407], 损失: 0.5476, 平均损失: 0.4504
周期 [11/30], 批次 [680/1407], 损失: 0.7704, 平均损失: 0.4516
周期 [11/30], 批次 [690/1407], 损失: 0.4819, 平均损失: 0.4527
周期 [11/30], 批次 [700/1407], 损失: 0.5040, 平均损失: 0.4529
周期 [11/30], 批次 [710/1407], 损失: 0.4137, 平均损失: 0.4527
周期 [11/30], 批次 [720/1407], 损失: 0.3546, 平均损失: 0.4530
周期 [11/30], 批次 [730/1407], 损失: 0.4310, 平均损失: 0.4533
周期 [11/30], 批次 [740/1407], 损失: 0.4752, 平均损失: 0.4527
周期 [11/30], 批次 [750/1407], 损失: 0.5776, 平均损失: 0.4528
周期 [11/30], 批次 [760/1407], 损失: 0.4598, 平均损失: 0.4540
周期 [11/30], 批次 [770/1407], 损失: 0.4628, 平均损失: 0.4544
周期 [11/30], 批次 [780/1407], 损失: 0.4160, 平均损失: 0.4539
周期 [11/30], 批次 [790/1407], 损失: 0.4262, 平均损失: 0.4546
周期 [11/30], 批次 [800/1407], 损失: 0.5621, 平均损失: 0.4560
周期 [11/30], 批次 [810/1407], 损失: 0.5023, 平均损失: 0.4560
周期 [11/30], 批次 [820/1407], 损失: 0.5375, 平均损失: 0.4565
周期 [11/30], 批次 [830/1407], 损失: 0.4637, 平均损失: 0.4570
周期 [11/30], 批次 [840/1407], 损失: 0.3177, 平均损失: 0.4569
周期 [11/30], 批次 [850/1407], 损失: 0.3931, 平均损失: 0.4574
周期 [11/30], 批次 [860/1407], 损失: 0.3088, 平均损失: 0.4575
周期 [11/30], 批次 [870/1407], 损失: 0.4279, 平均损失: 0.4574
周期 [11/30], 批次 [880/1407], 损失: 0.4943, 平均损失: 0.4571
周期 [11/30], 批次 [890/1407], 损失: 0.3416, 平均损失: 0.4573
周期 [11/30], 批次 [900/1407], 损失: 0.4671, 平均损失: 0.4569
周期 [11/30], 批次 [910/1407], 损失: 0.5060, 平均损失: 0.4573
周期 [11/30], 批次 [920/1407], 损失: 0.3346, 平均损失: 0.4572
周期 [11/30], 批次 [930/1407], 损失: 0.5137, 平均损失: 0.4577
周期 [11/30], 批次 [940/1407], 损失: 0.3475, 平均损失: 0.4573
周期 [11/30], 批次 [950/1407], 损失: 0.2586, 平均损失: 0.4572
周期 [11/30], 批次 [960/1407], 损失: 0.3604, 平均损失: 0.4570
周期 [11/30], 批次 [970/1407], 损失: 0.4424, 平均损失: 0.4570
周期 [11/30], 批次 [980/1407], 损失: 0.4046, 平均损失: 0.4574
周期 [11/30], 批次 [990/1407], 损失: 0.6695, 平均损失: 0.4571
周期 [11/30], 批次 [1000/1407], 损失: 0.3570, 平均损失: 0.4579
周期 [11/30], 批次 [1010/1407], 损失: 0.4754, 平均损失: 0.4574
周期 [11/30], 批次 [1020/1407], 损失: 0.5320, 平均损失: 0.4576
周期 [11/30], 批次 [1030/1407], 损失: 0.3825, 平均损失: 0.4574
周期 [11/30], 批次 [1040/1407], 损失: 0.4108, 平均损失: 0.4577
周期 [11/30], 批次 [1050/1407], 损失: 0.4379, 平均损失: 0.4577
周期 [11/30], 批次 [1060/1407], 损失: 0.4089, 平均损失: 0.4580
周期 [11/30], 批次 [1070/1407], 损失: 0.4677, 平均损失: 0.4582
周期 [11/30], 批次 [1080/1407], 损失: 0.4618, 平均损失: 0.4582
周期 [11/30], 批次 [1090/1407], 损失: 0.3833, 平均损失: 0.4579
周期 [11/30], 批次 [1100/1407], 损失: 0.6255, 平均损失: 0.4581
周期 [11/30], 批次 [1110/1407], 损失: 0.2700, 平均损失: 0.4575
周期 [11/30], 批次 [1120/1407], 损失: 0.4559, 平均损失: 0.4581
周期 [11/30], 批次 [1130/1407], 损失: 0.5102, 平均损失: 0.4583
周期 [11/30], 批次 [1140/1407], 损失: 0.2986, 平均损失: 0.4583
周期 [11/30], 批次 [1150/1407], 损失: 0.3867, 平均损失: 0.4583
周期 [11/30], 批次 [1160/1407], 损失: 0.6186, 平均损失: 0.4592
周期 [11/30], 批次 [1170/1407], 损失: 0.3984, 平均损失: 0.4601
周期 [11/30], 批次 [1180/1407], 损失: 0.3529, 平均损失: 0.4598
周期 [11/30], 批次 [1190/1407], 损失: 0.4153, 平均损失: 0.4599
周期 [11/30], 批次 [1200/1407], 损失: 0.3548, 平均损失: 0.4601
周期 [11/30], 批次 [1210/1407], 损失: 0.4920, 平均损失: 0.4607
周期 [11/30], 批次 [1220/1407], 损失: 0.3479, 平均损失: 0.4600
周期 [11/30], 批次 [1230/1407], 损失: 0.5341, 平均损失: 0.4600
周期 [11/30], 批次 [1240/1407], 损失: 0.5027, 平均损失: 0.4605
周期 [11/30], 批次 [1250/1407], 损失: 0.6203, 平均损失: 0.4606
周期 [11/30], 批次 [1260/1407], 损失: 0.3895, 平均损失: 0.4602
周期 [11/30], 批次 [1270/1407], 损失: 0.3580, 平均损失: 0.4600
周期 [11/30], 批次 [1280/1407], 损失: 0.5433, 平均损失: 0.4596
周期 [11/30], 批次 [1290/1407], 损失: 0.2585, 平均损失: 0.4594
