使用设备: cuda
加载CINIC-10数据集...
处理 90000 个图像...
第一个图像类型: <class 'dict'>
图像字典键: ['bytes', 'path']
已处理 0/90000 个图像，成功 1 个
已处理 10000/90000 个图像，成功 10001 个
已处理 20000/90000 个图像，成功 20001 个
已处理 30000/90000 个图像，成功 30001 个
已处理 40000/90000 个图像，成功 40001 个
已处理 50000/90000 个图像，成功 50001 个
已处理 60000/90000 个图像，成功 60001 个
已处理 70000/90000 个图像，成功 70001 个
已处理 80000/90000 个图像，成功 80001 个
成功处理了 90000 个图像，跳过了 0 个图像
处理后图像数组形状: (90000, 32, 32, 3)
处理后标签数组形状: (90000,)
最终图像数组形状: (90000, 3, 32, 32)
处理 90000 个图像...
第一个图像类型: <class 'dict'>
图像字典键: ['bytes', 'path']
已处理 0/90000 个图像，成功 1 个
已处理 10000/90000 个图像，成功 10001 个
已处理 20000/90000 个图像，成功 20001 个
已处理 30000/90000 个图像，成功 30001 个
已处理 40000/90000 个图像，成功 40001 个
已处理 50000/90000 个图像，成功 50001 个
已处理 60000/90000 个图像，成功 60001 个
已处理 70000/90000 个图像，成功 70001 个
已处理 80000/90000 个图像，成功 80001 个
成功处理了 90000 个图像，跳过了 0 个图像
处理后图像数组形状: (90000, 32, 32, 3)
处理后标签数组形状: (90000,)
最终图像数组形状: (90000, 3, 32, 32)
CINIC-10数据集加载和预处理完成.
--- 开始在 cinic10 数据集上进行原版VFL训练 (共 30 个周期) ---
周期 [14/30], 批次 [560/1407], 损失: 0.2454, 平均损失: 0.2222
周期 [14/30], 批次 [570/1407], 损失: 0.0776, 平均损失: 0.2212
周期 [14/30], 批次 [580/1407], 损失: 0.2047, 平均损失: 0.2214
周期 [14/30], 批次 [590/1407], 损失: 0.3605, 平均损失: 0.2219
周期 [14/30], 批次 [600/1407], 损失: 0.1965, 平均损失: 0.2226
周期 [14/30], 批次 [610/1407], 损失: 0.1254, 平均损失: 0.2227
周期 [14/30], 批次 [620/1407], 损失: 0.1634, 平均损失: 0.2228
周期 [14/30], 批次 [630/1407], 损失: 0.1966, 平均损失: 0.2224
周期 [14/30], 批次 [640/1407], 损失: 0.4373, 平均损失: 0.2232
周期 [14/30], 批次 [650/1407], 损失: 0.2314, 平均损失: 0.2233
周期 [14/30], 批次 [660/1407], 损失: 0.2542, 平均损失: 0.2238
周期 [14/30], 批次 [670/1407], 损失: 0.2955, 平均损失: 0.2239
周期 [14/30], 批次 [680/1407], 损失: 0.4495, 平均损失: 0.2240
周期 [14/30], 批次 [690/1407], 损失: 0.2695, 平均损失: 0.2244
周期 [14/30], 批次 [700/1407], 损失: 0.3428, 平均损失: 0.2242
周期 [14/30], 批次 [710/1407], 损失: 0.2576, 平均损失: 0.2248
周期 [14/30], 批次 [720/1407], 损失: 0.2406, 平均损失: 0.2253
周期 [14/30], 批次 [730/1407], 损失: 0.2371, 平均损失: 0.2255
周期 [14/30], 批次 [740/1407], 损失: 0.2440, 平均损失: 0.2253
周期 [14/30], 批次 [750/1407], 损失: 0.4857, 平均损失: 0.2262
周期 [14/30], 批次 [760/1407], 损失: 0.1475, 平均损失: 0.2262
周期 [14/30], 批次 [770/1407], 损失: 0.5073, 平均损失: 0.2271
周期 [14/30], 批次 [780/1407], 损失: 0.1027, 平均损失: 0.2270
周期 [14/30], 批次 [790/1407], 损失: 0.2594, 平均损失: 0.2272
周期 [14/30], 批次 [800/1407], 损失: 0.2545, 平均损失: 0.2271
周期 [14/30], 批次 [810/1407], 损失: 0.2079, 平均损失: 0.2272
周期 [14/30], 批次 [820/1407], 损失: 0.2708, 平均损失: 0.2269
周期 [14/30], 批次 [830/1407], 损失: 0.2973, 平均损失: 0.2275
周期 [14/30], 批次 [840/1407], 损失: 0.1118, 平均损失: 0.2274
周期 [14/30], 批次 [850/1407], 损失: 0.4958, 平均损失: 0.2280
周期 [14/30], 批次 [860/1407], 损失: 0.1516, 平均损失: 0.2282
周期 [14/30], 批次 [870/1407], 损失: 0.2301, 平均损失: 0.2283
周期 [14/30], 批次 [880/1407], 损失: 0.3303, 平均损失: 0.2290
周期 [14/30], 批次 [890/1407], 损失: 0.2820, 平均损失: 0.2290
周期 [14/30], 批次 [900/1407], 损失: 0.4125, 平均损失: 0.2298
周期 [14/30], 批次 [910/1407], 损失: 0.1635, 平均损失: 0.2303
周期 [14/30], 批次 [920/1407], 损失: 0.2646, 平均损失: 0.2312
周期 [14/30], 批次 [930/1407], 损失: 0.2106, 平均损失: 0.2314
周期 [14/30], 批次 [940/1407], 损失: 0.2693, 平均损失: 0.2318
周期 [14/30], 批次 [950/1407], 损失: 0.3250, 平均损失: 0.2323
周期 [14/30], 批次 [960/1407], 损失: 0.2535, 平均损失: 0.2324
周期 [14/30], 批次 [970/1407], 损失: 0.2498, 平均损失: 0.2326
周期 [14/30], 批次 [980/1407], 损失: 0.2651, 平均损失: 0.2326
周期 [14/30], 批次 [990/1407], 损失: 0.3519, 平均损失: 0.2328
周期 [14/30], 批次 [1000/1407], 损失: 0.3476, 平均损失: 0.2327
周期 [14/30], 批次 [1010/1407], 损失: 0.4205, 平均损失: 0.2330
周期 [14/30], 批次 [1020/1407], 损失: 0.2569, 平均损失: 0.2337
周期 [14/30], 批次 [1030/1407], 损失: 0.2167, 平均损失: 0.2342
周期 [14/30], 批次 [1040/1407], 损失: 0.2675, 平均损失: 0.2345
周期 [14/30], 批次 [1050/1407], 损失: 0.2349, 平均损失: 0.2347
周期 [14/30], 批次 [1060/1407], 损失: 0.3163, 平均损失: 0.2350
周期 [14/30], 批次 [1070/1407], 损失: 0.3640, 平均损失: 0.2352
周期 [14/30], 批次 [1080/1407], 损失: 0.1636, 平均损失: 0.2345
周期 [14/30], 批次 [1090/1407], 损失: 0.2381, 平均损失: 0.2339
周期 [14/30], 批次 [1100/1407], 损失: 0.1536, 平均损失: 0.2336
周期 [14/30], 批次 [1110/1407], 损失: 0.2711, 平均损失: 0.2338
周期 [14/30], 批次 [1120/1407], 损失: 0.1429, 平均损失: 0.2337
周期 [14/30], 批次 [1130/1407], 损失: 0.2413, 平均损失: 0.2337
周期 [14/30], 批次 [1140/1407], 损失: 0.3080, 平均损失: 0.2334
周期 [14/30], 批次 [1150/1407], 损失: 0.2417, 平均损失: 0.2338
周期 [14/30], 批次 [1160/1407], 损失: 0.2721, 平均损失: 0.2340
周期 [14/30], 批次 [1170/1407], 损失: 0.2054, 平均损失: 0.2338
周期 [14/30], 批次 [1180/1407], 损失: 0.5180, 平均损失: 0.2342
周期 [14/30], 批次 [1190/1407], 损失: 0.2022, 平均损失: 0.2341
周期 [14/30], 批次 [1200/1407], 损失: 0.1998, 平均损失: 0.2339
周期 [14/30], 批次 [1210/1407], 损失: 0.3396, 平均损失: 0.2342
周期 [14/30], 批次 [1220/1407], 损失: 0.2818, 平均损失: 0.2344
周期 [14/30], 批次 [1230/1407], 损失: 0.2631, 平均损失: 0.2346
周期 [14/30], 批次 [1240/1407], 损失: 0.3381, 平均损失: 0.2351
周期 [14/30], 批次 [1250/1407], 损失: 0.3111, 平均损失: 0.2356
周期 [14/30], 批次 [1260/1407], 损失: 0.2527, 平均损失: 0.2356
周期 [14/30], 批次 [1270/1407], 损失: 0.3197, 平均损失: 0.2362
周期 [14/30], 批次 [1280/1407], 损失: 0.2198, 平均损失: 0.2368
周期 [14/30], 批次 [1290/1407], 损失: 0.2356, 平均损失: 0.2371
周期 [14/30], 批次 [1300/1407], 损失: 0.2949, 平均损失: 0.2375
周期 [14/30], 批次 [1310/1407], 损失: 0.2479, 平均损失: 0.2377
周期 [14/30], 批次 [1320/1407], 损失: 0.3365, 平均损失: 0.2379
周期 [14/30], 批次 [1330/1407], 损失: 0.3717, 平均损失: 0.2384
周期 [14/30], 批次 [1340/1407], 损失: 0.0860, 平均损失: 0.2385
周期 [14/30], 批次 [1350/1407], 损失: 0.3365, 平均损失: 0.2392
周期 [14/30], 批次 [1360/1407], 损失: 0.3692, 平均损失: 0.2398
周期 [14/30], 批次 [1370/1407], 损失: 0.3954, 平均损失: 0.2399
周期 [14/30], 批次 [1380/1407], 损失: 0.2406, 平均损失: 0.2401
周期 [14/30], 批次 [1390/1407], 损失: 0.3145, 平均损失: 0.2398
周期 [14/30], 批次 [1400/1407], 损失: 0.3137, 平均损失: 0.2398
周期 [14/30], 批次 [1407/1407], 损失: 0.3921, 平均损失: 0.2402
=== 周期 [14/30] 完成 === 平均损失: 0.2402
周期 [15/30], 批次 [10/1407], 损失: 0.2229, 平均损失: 0.1989
周期 [15/30], 批次 [20/1407], 损失: 0.1563, 平均损失: 0.1862
周期 [15/30], 批次 [30/1407], 损失: 0.0991, 平均损失: 0.1837
周期 [15/30], 批次 [40/1407], 损失: 0.1920, 平均损失: 0.1789
周期 [15/30], 批次 [50/1407], 损失: 0.1156, 平均损失: 0.1723
周期 [15/30], 批次 [60/1407], 损失: 0.1262, 平均损失: 0.1708
周期 [15/30], 批次 [70/1407], 损失: 0.1815, 平均损失: 0.1635
周期 [15/30], 批次 [80/1407], 损失: 0.0805, 平均损失: 0.1624
周期 [15/30], 批次 [90/1407], 损失: 0.0441, 平均损失: 0.1609
周期 [15/30], 批次 [100/1407], 损失: 0.2216, 平均损失: 0.1580
周期 [15/30], 批次 [110/1407], 损失: 0.1420, 平均损失: 0.1588
周期 [15/30], 批次 [120/1407], 损失: 0.1293, 平均损失: 0.1588
周期 [15/30], 批次 [130/1407], 损失: 0.1458, 平均损失: 0.1566
周期 [15/30], 批次 [140/1407], 损失: 0.1167, 平均损失: 0.1576
周期 [15/30], 批次 [150/1407], 损失: 0.2246, 平均损失: 0.1604
周期 [15/30], 批次 [160/1407], 损失: 0.1308, 平均损失: 0.1596
周期 [15/30], 批次 [170/1407], 损失: 0.3517, 平均损失: 0.1625
周期 [15/30], 批次 [180/1407], 损失: 0.1703, 平均损失: 0.1623
周期 [15/30], 批次 [190/1407], 损失: 0.1324, 平均损失: 0.1639
周期 [15/30], 批次 [200/1407], 损失: 0.3078, 平均损失: 0.1655
周期 [15/30], 批次 [210/1407], 损失: 0.4077, 平均损失: 0.1670
周期 [15/30], 批次 [220/1407], 损失: 0.1550, 平均损失: 0.1695
周期 [15/30], 批次 [230/1407], 损失: 0.1640, 平均损失: 0.1705
周期 [15/30], 批次 [240/1407], 损失: 0.1946, 平均损失: 0.1715
周期 [15/30], 批次 [250/1407], 损失: 0.0919, 平均损失: 0.1715
周期 [15/30], 批次 [260/1407], 损失: 0.2580, 平均损失: 0.1714
周期 [15/30], 批次 [270/1407], 损失: 0.2157, 平均损失: 0.1704
周期 [15/30], 批次 [280/1407], 损失: 0.1684, 平均损失: 0.1699
周期 [15/30], 批次 [290/1407], 损失: 0.2481, 平均损失: 0.1690
周期 [15/30], 批次 [300/1407], 损失: 0.0571, 平均损失: 0.1687
周期 [15/30], 批次 [310/1407], 损失: 0.1386, 平均损失: 0.1676
周期 [15/30], 批次 [320/1407], 损失: 0.1301, 平均损失: 0.1684
周期 [15/30], 批次 [330/1407], 损失: 0.1548, 平均损失: 0.1696
周期 [15/30], 批次 [340/1407], 损失: 0.2202, 平均损失: 0.1700
周期 [15/30], 批次 [350/1407], 损失: 0.0817, 平均损失: 0.1705
周期 [15/30], 批次 [360/1407], 损失: 0.2620, 平均损失: 0.1720
周期 [15/30], 批次 [370/1407], 损失: 0.1154, 平均损失: 0.1728
周期 [15/30], 批次 [380/1407], 损失: 0.2278, 平均损失: 0.1745
周期 [15/30], 批次 [390/1407], 损失: 0.2098, 平均损失: 0.1765
周期 [15/30], 批次 [400/1407], 损失: 0.1050, 平均损失: 0.1764
周期 [15/30], 批次 [410/1407], 损失: 0.1275, 平均损失: 0.1764
周期 [15/30], 批次 [420/1407], 损失: 0.2985, 平均损失: 0.1774
周期 [15/30], 批次 [430/1407], 损失: 0.2019, 平均损失: 0.1790
周期 [15/30], 批次 [440/1407], 损失: 0.3219, 平均损失: 0.1801
周期 [15/30], 批次 [450/1407], 损失: 0.2374, 平均损失: 0.1807
周期 [15/30], 批次 [460/1407], 损失: 0.1570, 平均损失: 0.1815
周期 [15/30], 批次 [470/1407], 损失: 0.2950, 平均损失: 0.1813
周期 [15/30], 批次 [480/1407], 损失: 0.0661, 平均损失: 0.1815
周期 [15/30], 批次 [490/1407], 损失: 0.1866, 平均损失: 0.1831
周期 [15/30], 批次 [500/1407], 损失: 0.2205, 平均损失: 0.1826
周期 [15/30], 批次 [510/1407], 损失: 0.1354, 平均损失: 0.1830
周期 [15/30], 批次 [520/1407], 损失: 0.2194, 平均损失: 0.1839
周期 [15/30], 批次 [530/1407], 损失: 0.2686, 平均损失: 0.1841
周期 [15/30], 批次 [540/1407], 损失: 0.2087, 平均损失: 0.1838
周期 [15/30], 批次 [550/1407], 损失: 0.2261, 平均损失: 0.1840
周期 [15/30], 批次 [560/1407], 损失: 0.1262, 平均损失: 0.1836
周期 [15/30], 批次 [570/1407], 损失: 0.2063, 平均损失: 0.1833
周期 [15/30], 批次 [580/1407], 损失: 0.0993, 平均损失: 0.1825
周期 [15/30], 批次 [590/1407], 损失: 0.3263, 平均损失: 0.1823
周期 [15/30], 批次 [600/1407], 损失: 0.1836, 平均损失: 0.1829
周期 [15/30], 批次 [610/1407], 损失: 0.1311, 平均损失: 0.1827
周期 [15/30], 批次 [620/1407], 损失: 0.2028, 平均损失: 0.1829
周期 [15/30], 批次 [630/1407], 损失: 0.2809, 平均损失: 0.1834
周期 [15/30], 批次 [640/1407], 损失: 0.2112, 平均损失: 0.1839
周期 [15/30], 批次 [650/1407], 损失: 0.0492, 平均损失: 0.1837
周期 [15/30], 批次 [660/1407], 损失: 0.1491, 平均损失: 0.1838
周期 [15/30], 批次 [670/1407], 损失: 0.2025, 平均损失: 0.1843
周期 [15/30], 批次 [680/1407], 损失: 0.2366, 平均损失: 0.1848
周期 [15/30], 批次 [690/1407], 损失: 0.1037, 平均损失: 0.1850
周期 [15/30], 批次 [700/1407], 损失: 0.2205, 平均损失: 0.1862
周期 [15/30], 批次 [710/1407], 损失: 0.1581, 平均损失: 0.1866
周期 [15/30], 批次 [720/1407], 损失: 0.2674, 平均损失: 0.1868
周期 [15/30], 批次 [730/1407], 损失: 0.2686, 平均损失: 0.1872
周期 [15/30], 批次 [740/1407], 损失: 0.2141, 平均损失: 0.1874
周期 [15/30], 批次 [750/1407], 损失: 0.0903, 平均损失: 0.1874
周期 [15/30], 批次 [760/1407], 损失: 0.2385, 平均损失: 0.1878
周期 [15/30], 批次 [770/1407], 损失: 0.1118, 平均损失: 0.1874
周期 [15/30], 批次 [780/1407], 损失: 0.1496, 平均损失: 0.1879
周期 [15/30], 批次 [790/1407], 损失: 0.2168, 平均损失: 0.1881
周期 [15/30], 批次 [800/1407], 损失: 0.1052, 平均损失: 0.1879
周期 [15/30], 批次 [810/1407], 损失: 0.1321, 平均损失: 0.1880
周期 [15/30], 批次 [820/1407], 损失: 0.1721, 平均损失: 0.1883
周期 [15/30], 批次 [830/1407], 损失: 0.2189, 平均损失: 0.1891
周期 [15/30], 批次 [840/1407], 损失: 0.1589, 平均损失: 0.1888
周期 [15/30], 批次 [850/1407], 损失: 0.1294, 平均损失: 0.1888
周期 [15/30], 批次 [860/1407], 损失: 0.1385, 平均损失: 0.1893
周期 [15/30], 批次 [870/1407], 损失: 0.1641, 平均损失: 0.1892
周期 [15/30], 批次 [880/1407], 损失: 0.1545, 平均损失: 0.1889
周期 [15/30], 批次 [890/1407], 损失: 0.3605, 平均损失: 0.1891
周期 [15/30], 批次 [900/1407], 损失: 0.1527, 平均损失: 0.1889
周期 [15/30], 批次 [910/1407], 损失: 0.1843, 平均损失: 0.1894
周期 [15/30], 批次 [920/1407], 损失: 0.1392, 平均损失: 0.1894
周期 [15/30], 批次 [930/1407], 损失: 0.2520, 平均损失: 0.1899
周期 [15/30], 批次 [940/1407], 损失: 0.1659, 平均损失: 0.1898
周期 [15/30], 批次 [950/1407], 损失: 0.1390, 平均损失: 0.1897
周期 [15/30], 批次 [960/1407], 损失: 0.2530, 平均损失: 0.1900
周期 [15/30], 批次 [970/1407], 损失: 0.1787, 平均损失: 0.1900
周期 [15/30], 批次 [980/1407], 损失: 0.1942, 平均损失: 0.1899
周期 [15/30], 批次 [990/1407], 损失: 0.1685, 平均损失: 0.1895
周期 [15/30], 批次 [1000/1407], 损失: 0.1783, 平均损失: 0.1895
周期 [15/30], 批次 [1010/1407], 损失: 0.2468, 平均损失: 0.1896
周期 [15/30], 批次 [1020/1407], 损失: 0.6813, 平均损失: 0.1901
周期 [15/30], 批次 [1030/1407], 损失: 0.1725, 平均损失: 0.1908
周期 [15/30], 批次 [1040/1407], 损失: 0.2398, 平均损失: 0.1909
周期 [15/30], 批次 [1050/1407], 损失: 0.3170, 平均损失: 0.1910
周期 [15/30], 批次 [1060/1407], 损失: 0.1541, 平均损失: 0.1909
周期 [15/30], 批次 [1070/1407], 损失: 0.2289, 平均损失: 0.1905
周期 [15/30], 批次 [1080/1407], 损失: 0.1721, 平均损失: 0.1906
周期 [15/30], 批次 [1090/1407], 损失: 0.2878, 平均损失: 0.1907
周期 [15/30], 批次 [1100/1407], 损失: 0.1292, 平均损失: 0.1908
周期 [15/30], 批次 [1110/1407], 损失: 0.2216, 平均损失: 0.1906
周期 [15/30], 批次 [1120/1407], 损失: 0.1178, 平均损失: 0.1906
周期 [15/30], 批次 [1130/1407], 损失: 0.2618, 平均损失: 0.1907
周期 [15/30], 批次 [1140/1407], 损失: 0.2103, 平均损失: 0.1908
周期 [15/30], 批次 [1150/1407], 损失: 0.2445, 平均损失: 0.1912
周期 [15/30], 批次 [1160/1407], 损失: 0.3239, 平均损失: 0.1914
周期 [15/30], 批次 [1170/1407], 损失: 0.1722, 平均损失: 0.1914
周期 [15/30], 批次 [1180/1407], 损失: 0.2368, 平均损失: 0.1917
周期 [15/30], 批次 [1190/1407], 损失: 0.3737, 平均损失: 0.1919
周期 [15/30], 批次 [1200/1407], 损失: 0.1683, 平均损失: 0.1918
周期 [15/30], 批次 [1210/1407], 损失: 0.1728, 平均损失: 0.1918
周期 [15/30], 批次 [1220/1407], 损失: 0.1896, 平均损失: 0.1921
周期 [15/30], 批次 [1230/1407], 损失: 0.0809, 平均损失: 0.1918
周期 [15/30], 批次 [1240/1407], 损失: 0.1405, 平均损失: 0.1917
周期 [15/30], 批次 [1250/1407], 损失: 0.3018, 平均损失: 0.1918
周期 [15/30], 批次 [1260/1407], 损失: 0.1783, 平均损失: 0.1916
周期 [15/30], 批次 [1270/1407], 损失: 0.1985, 平均损失: 0.1919
周期 [15/30], 批次 [1280/1407], 损失: 0.2744, 平均损失: 0.1922
周期 [15/30], 批次 [1290/1407], 损失: 0.3771, 平均损失: 0.1924
周期 [15/30], 批次 [1300/1407], 损失: 0.1414, 平均损失: 0.1924
周期 [15/30], 批次 [1310/1407], 损失: 0.2725, 平均损失: 0.1923
周期 [15/30], 批次 [1320/1407], 损失: 0.1449, 平均损失: 0.1928
周期 [15/30], 批次 [1330/1407], 损失: 0.1567, 平均损失: 0.1927
周期 [15/30], 批次 [1340/1407], 损失: 0.1503, 平均损失: 0.1925
周期 [15/30], 批次 [1350/1407], 损失: 0.3860, 平均损失: 0.1925
周期 [15/30], 批次 [1360/1407], 损失: 0.1359, 平均损失: 0.1926
周期 [15/30], 批次 [1370/1407], 损失: 0.1064, 平均损失: 0.1926
周期 [15/30], 批次 [1380/1407], 损失: 0.2022, 平均损失: 0.1924
周期 [15/30], 批次 [1390/1407], 损失: 0.3379, 平均损失: 0.1925
周期 [15/30], 批次 [1400/1407], 损失: 0.3314, 平均损失: 0.1926
周期 [15/30], 批次 [1407/1407], 损失: 0.0790, 平均损失: 0.1924
=== 周期 [15/30] 完成 === 平均损失: 0.1924
周期 [16/30], 批次 [10/1407], 损失: 0.0748, 平均损失: 0.1162
周期 [16/30], 批次 [20/1407], 损失: 0.1276, 平均损失: 0.1310
周期 [16/30], 批次 [30/1407], 损失: 0.1039, 平均损失: 0.1282
周期 [16/30], 批次 [40/1407], 损失: 0.0925, 平均损失: 0.1290
周期 [16/30], 批次 [50/1407], 损失: 0.1148, 平均损失: 0.1226
周期 [16/30], 批次 [60/1407], 损失: 0.1585, 平均损失: 0.1254
周期 [16/30], 批次 [70/1407], 损失: 0.0451, 平均损失: 0.1250
周期 [16/30], 批次 [80/1407], 损失: 0.2202, 平均损失: 0.1272
周期 [16/30], 批次 [90/1407], 损失: 0.1204, 平均损失: 0.1253
周期 [16/30], 批次 [100/1407], 损失: 0.1978, 平均损失: 0.1308
周期 [16/30], 批次 [110/1407], 损失: 0.0930, 平均损失: 0.1311
周期 [16/30], 批次 [120/1407], 损失: 0.1769, 平均损失: 0.1317
周期 [16/30], 批次 [130/1407], 损失: 0.2056, 平均损失: 0.1353
周期 [16/30], 批次 [140/1407], 损失: 0.2372, 平均损失: 0.1374
周期 [16/30], 批次 [150/1407], 损失: 0.0888, 平均损失: 0.1363
周期 [16/30], 批次 [160/1407], 损失: 0.1042, 平均损失: 0.1375
周期 [16/30], 批次 [170/1407], 损失: 0.1611, 平均损失: 0.1369
周期 [16/30], 批次 [180/1407], 损失: 0.2665, 平均损失: 0.1375
周期 [16/30], 批次 [190/1407], 损失: 0.2114, 平均损失: 0.1388
周期 [16/30], 批次 [200/1407], 损失: 0.2576, 平均损失: 0.1412
周期 [16/30], 批次 [210/1407], 损失: 0.0790, 平均损失: 0.1422
周期 [16/30], 批次 [220/1407], 损失: 0.1184, 平均损失: 0.1421
周期 [16/30], 批次 [230/1407], 损失: 0.2619, 平均损失: 0.1424
周期 [16/30], 批次 [240/1407], 损失: 0.1663, 平均损失: 0.1421
周期 [16/30], 批次 [250/1407], 损失: 0.0702, 平均损失: 0.1412
周期 [16/30], 批次 [260/1407], 损失: 0.0834, 平均损失: 0.1401
周期 [16/30], 批次 [270/1407], 损失: 0.3184, 平均损失: 0.1410
周期 [16/30], 批次 [280/1407], 损失: 0.0807, 平均损失: 0.1419
周期 [16/30], 批次 [290/1407], 损失: 0.1251, 平均损失: 0.1426
周期 [16/30], 批次 [300/1407], 损失: 0.0657, 平均损失: 0.1436
周期 [16/30], 批次 [310/1407], 损失: 0.1228, 平均损失: 0.1428
周期 [16/30], 批次 [320/1407], 损失: 0.0933, 平均损失: 0.1438
周期 [16/30], 批次 [330/1407], 损失: 0.0547, 平均损失: 0.1431
周期 [16/30], 批次 [340/1407], 损失: 0.1338, 平均损失: 0.1432
周期 [16/30], 批次 [350/1407], 损失: 0.2205, 平均损失: 0.1440
周期 [16/30], 批次 [360/1407], 损失: 0.1350, 平均损失: 0.1440
周期 [16/30], 批次 [370/1407], 损失: 0.1549, 平均损失: 0.1438
周期 [16/30], 批次 [380/1407], 损失: 0.1140, 平均损失: 0.1437
周期 [16/30], 批次 [390/1407], 损失: 0.0550, 平均损失: 0.1429
周期 [16/30], 批次 [400/1407], 损失: 0.1808, 平均损失: 0.1432
周期 [16/30], 批次 [410/1407], 损失: 0.3396, 平均损失: 0.1452
周期 [16/30], 批次 [420/1407], 损失: 0.1323, 平均损失: 0.1459
周期 [16/30], 批次 [430/1407], 损失: 0.3775, 平均损失: 0.1460
周期 [16/30], 批次 [440/1407], 损失: 0.1819, 平均损失: 0.1465
周期 [16/30], 批次 [450/1407], 损失: 0.1894, 平均损失: 0.1463
周期 [16/30], 批次 [460/1407], 损失: 0.2235, 平均损失: 0.1467
周期 [16/30], 批次 [470/1407], 损失: 0.1704, 平均损失: 0.1475
周期 [16/30], 批次 [480/1407], 损失: 0.1750, 平均损失: 0.1481
周期 [16/30], 批次 [490/1407], 损失: 0.1559, 平均损失: 0.1477
周期 [16/30], 批次 [500/1407], 损失: 0.1006, 平均损失: 0.1496
周期 [16/30], 批次 [510/1407], 损失: 0.0986, 平均损失: 0.1500
周期 [16/30], 批次 [520/1407], 损失: 0.1013, 平均损失: 0.1497
周期 [16/30], 批次 [530/1407], 损失: 0.1031, 平均损失: 0.1496
周期 [16/30], 批次 [540/1407], 损失: 0.3220, 平均损失: 0.1497
周期 [16/30], 批次 [550/1407], 损失: 0.1867, 平均损失: 0.1496
周期 [16/30], 批次 [560/1407], 损失: 0.1377, 平均损失: 0.1492
周期 [16/30], 批次 [570/1407], 损失: 0.0810, 平均损失: 0.1495
周期 [16/30], 批次 [580/1407], 损失: 0.2778, 平均损失: 0.1498
周期 [16/30], 批次 [590/1407], 损失: 0.1066, 平均损失: 0.1503
周期 [16/30], 批次 [600/1407], 损失: 0.1759, 平均损失: 0.1503
周期 [16/30], 批次 [610/1407], 损失: 0.2785, 平均损失: 0.1502
周期 [16/30], 批次 [620/1407], 损失: 0.2113, 平均损失: 0.1502
周期 [16/30], 批次 [630/1407], 损失: 0.2415, 平均损失: 0.1511
周期 [16/30], 批次 [640/1407], 损失: 0.1120, 平均损失: 0.1512
周期 [16/30], 批次 [650/1407], 损失: 0.0766, 平均损失: 0.1515
周期 [16/30], 批次 [660/1407], 损失: 0.1727, 平均损失: 0.1521
周期 [16/30], 批次 [670/1407], 损失: 0.3420, 平均损失: 0.1526
周期 [16/30], 批次 [680/1407], 损失: 0.1291, 平均损失: 0.1535
周期 [16/30], 批次 [690/1407], 损失: 0.0984, 平均损失: 0.1528
周期 [16/30], 批次 [700/1407], 损失: 0.1762, 平均损失: 0.1523
周期 [16/30], 批次 [710/1407], 损失: 0.0950, 平均损失: 0.1528
周期 [16/30], 批次 [720/1407], 损失: 0.1124, 平均损失: 0.1532
周期 [16/30], 批次 [730/1407], 损失: 0.0571, 平均损失: 0.1533
周期 [16/30], 批次 [740/1407], 损失: 0.1505, 平均损失: 0.1536
周期 [16/30], 批次 [750/1407], 损失: 0.1931, 平均损失: 0.1538
周期 [16/30], 批次 [760/1407], 损失: 0.1712, 平均损失: 0.1539
周期 [16/30], 批次 [770/1407], 损失: 0.2670, 平均损失: 0.1549
周期 [16/30], 批次 [780/1407], 损失: 0.1636, 平均损失: 0.1559
周期 [16/30], 批次 [790/1407], 损失: 0.1255, 平均损失: 0.1562
周期 [16/30], 批次 [800/1407], 损失: 0.1856, 平均损失: 0.1565
周期 [16/30], 批次 [810/1407], 损失: 0.1811, 平均损失: 0.1565
周期 [16/30], 批次 [820/1407], 损失: 0.3049, 平均损失: 0.1566
周期 [16/30], 批次 [830/1407], 损失: 0.1303, 平均损失: 0.1570
周期 [16/30], 批次 [840/1407], 损失: 0.1184, 平均损失: 0.1566
周期 [16/30], 批次 [850/1407], 损失: 0.0902, 平均损失: 0.1566
周期 [16/30], 批次 [860/1407], 损失: 0.4230, 平均损失: 0.1572
周期 [16/30], 批次 [870/1407], 损失: 0.2649, 平均损失: 0.1576
周期 [16/30], 批次 [880/1407], 损失: 0.1668, 平均损失: 0.1579
周期 [16/30], 批次 [890/1407], 损失: 0.3015, 平均损失: 0.1585
周期 [16/30], 批次 [900/1407], 损失: 0.2341, 平均损失: 0.1587
周期 [16/30], 批次 [910/1407], 损失: 0.1821, 平均损失: 0.1584
周期 [16/30], 批次 [920/1407], 损失: 0.0646, 平均损失: 0.1584
周期 [16/30], 批次 [930/1407], 损失: 0.3197, 平均损失: 0.1589
周期 [16/30], 批次 [940/1407], 损失: 0.0366, 平均损失: 0.1588
周期 [16/30], 批次 [950/1407], 损失: 0.1329, 平均损失: 0.1588
周期 [16/30], 批次 [960/1407], 损失: 0.3207, 平均损失: 0.1588
周期 [16/30], 批次 [970/1407], 损失: 0.2087, 平均损失: 0.1590
周期 [16/30], 批次 [980/1407], 损失: 0.1099, 平均损失: 0.1590
周期 [16/30], 批次 [990/1407], 损失: 0.2660, 平均损失: 0.1593
周期 [16/30], 批次 [1000/1407], 损失: 0.1295, 平均损失: 0.1593
周期 [16/30], 批次 [1010/1407], 损失: 0.2805, 平均损失: 0.1600
